agencyName,continentName,countryCode,countryName,dateUSGSignature,emergencyTypeName,projectCode,projectID,projectTitle,regionName,tableName,totalAmountApproved,windowFullName,year,projectsectors,projectclusters,projectgroupings,projectcapcodes
Food and Agriculture Organization,Asia,LKA,Sri Lanka,2022-07-05,Economic Disruption,22-RR-FAO-027,4298,Address urgent food security needs of marginal farmers and fishers in the most vulnerable districts in Sri Lanka,Southern Asia,P,1900000,Rapid Response,2022,Agriculture,Agriculture,,
United Nations Development Programme,Asia,LKA,Sri Lanka,2022-07-14,Economic Disruption,22-RR-UDP-005,4299,Provision of essential medicines and medical supplies,Southern Asia,P,1249987,Rapid Response,2022,Health,Health,,
United Nations Children’s Fund,Asia,LKA,Sri Lanka,2022-07-07,Economic Disruption,22-RR-CEF-049,4300,"Providing lifesaving protection, nutrition, water, sanitation and hygiene, and education services to crisis-affected children and their families in Sri Lanka",Southern Asia,P,850001,Rapid Response,2022,"Protection, Nutrition, Water, Sanitation and Hygiene, Education","Protection, Nutrition, Water, Sanitation and Hygiene, Education",,
World Food Programme,Asia,LKA,Sri Lanka,2022-07-05,Economic Disruption,22-RR-WFP-046,4301,WFP cash-based assistance to vulnerable populations in Colombo and,Southern Asia,P,1000000,Rapid Response,2022,Multi-Purpose Cash,Multi-Purpose Cash,,
Food and Agriculture Organization,Africa,CAF,Central African Republic,2022-07-05,Violence/Clashes,22-RR-FAO-028,4302,Assistance d’urgence au renforcement des capacités de production alimentaire des populations vulnérables centrafricaines affectées par l’impact des conflits internes et de la crise en Ukraine,Middle Africa,P,3500000,Rapid Response,2022,Agriculture,Agriculture,,
United Nations High Commissioner for Refugees,Africa,CAF,Central African Republic,2022-07-11,Violence/Clashes,22-RR-HCR-023,4304,Suivi de la Situation de Protection et Réponses Multisectorielles,Middle Africa,P,400000,Rapid Response,2022,Protection,Protection,,
World Food Programme,Africa,CAF,Central African Republic,2022-07-07,Violence/Clashes,22-RR-WFP-047,4305,Assistance alimentaire d’urgence aux personnes vulnérable en RCA,Middle Africa,P,5200000,Rapid Response,2022,Food Assistance,Food Assistance,,
World Health Organization,Africa,CAF,Central African Republic,2022-07-07,Violence/Clashes,22-RR-WHO-027,4306,Appui à l’offre des soins de santé d’urgence de base aux populations des sous-préfectures de Kouango et Bozoum en République Centrafricaine,Middle Africa,P,900495,Rapid Response,2022,Health,Health,,
United Nations Children’s Fund,Africa,CAF,Central African Republic,2022-07-07,Violence/Clashes,22-RR-CEF-050,4307,"Accès aux services vitaux de nutrition, d’eau, d’hygiène et d’assainissement et de protection aux personnes les plus vulnérables, en particulier les enfants, les femmes et les personnes déplacées le long des axes des zones cibles avec un focus particulie",Middle Africa,P,4500000,Rapid Response,2022,"Nutrition, Water, Sanitation and Hygiene, Protection, Common Services","Nutrition, Water, Sanitation and Hygiene, Protection, Common Services",,
United Nations Population Fund,Africa,CAF,Central African Republic,2022-07-07,Violence/Clashes,22-RR-FPA-030,4308,Améliorer l’accès des femmes et des filles aux services de prise en charge de VBG dans les communautés affectées par l'insécurité alimentaire et les conflits armées en RCA,Middle Africa,P,500000,Rapid Response,2022,Protection,Protection,,
Food and Agriculture Organization,Africa,BDI,Burundi,2022-07-12,Animal Disease,22-RR-FAO-029,4309,Projet d’urgence pour faire face à la flambée de la Fièvre de la Vallée du Rift au Burundi,Eastern Africa,P,500000,Rapid Response,2022,Agriculture,Agriculture,,
World Health Organization,Africa,BDI,Burundi,2022-07-07,Animal Disease,22-RR-WHO-028,4310,Projet de riposte face à la flambée de la FVR au Burundi,Eastern Africa,P,501000,Rapid Response,2022,Health,Health,,
United Nations Children’s Fund,Asia,AFG,Afghanistan,2022-07-07,Earthquake,22-RR-CEF-051,4311,WASH and Education in Emergency Response for Most Vulnerable Population affected by the earthquake in Afghanistan,Southern Asia,P,3750000,Rapid Response,2022,"Water, Sanitation and Hygiene, Education","Water, Sanitation and Hygiene, Education",,
World Food Programme,Asia,AFG,Afghanistan,2022-07-12,Earthquake,22-RR-WFP-048,4312,Emergency Earthquake Response to Affected Populations in Paktika and Khost,Southern Asia,P,4000000,Rapid Response,2022,Food Assistance,Food Assistance,,
World Health Organization,Asia,AFG,Afghanistan,2022-07-07,Earthquake,22-RR-WHO-029,4313,Provision of emergency healthcare to the victims of earthquake in SER of Afghanistan,Southern Asia,P,2250000,Rapid Response,2022,"Health, Water, Sanitation and Hygiene","Health, Water, Sanitation and Hygiene",,
United Nations Population Fund,Africa,MLI,Mali,2022-07-18,Displacement,22-RR-FPA-031,4314,Réponse aux besoins accrus sexuels et reproductifs des femmes et des filles à travers une approche holistique et intégrée de la fourniture de services de qualité dans la région de Ménaka.,Western Africa,P,830000,Rapid Response,2022,"Protection, Health","Protection, Health",,
United Nations High Commissioner for Refugees,Africa,MLI,Mali,2022-07-15,Displacement,22-RR-HCR-024,4315,Protection et assistance multisectorielle aux personnes affectées par les déplacements forcés à Ménaka,Western Africa,P,1330000,Rapid Response,2022,"Protection, Shelter and Non-Food Items","Protection, Shelter and Non-Food Items",,
United Nations Children’s Fund,Africa,MLI,Mali,2022-07-14,Displacement,22-RR-CEF-052,4316,"Réponse d’urgence en matière d''accès à l’eau, hygiène et assainissement et à des services de protection de l’enfant dans la région de Ménaka",Western Africa,P,1330000,Rapid Response,2022,"Water, Sanitation and Hygiene, Protection","Water, Sanitation and Hygiene, Protection",,
World Health Organization,Africa,MLI,Mali,2022-07-15,Displacement,22-RR-WHO-030,4317,Assistance médico-nutritionnelle aux populations affectées par la crise humanitaire dans la région de Menaka,Western Africa,P,509999,Rapid Response,2022,Health,Health,,
United Nations Entity for Gender Equality and the Empowerment of Women ,Asia,BGD,Bangladesh,2022-07-25,Flood,22-RR-WOM-003,4318,Interim protection arrangements for flood affected most-at-risk women and girls,Southern Asia,P,200012,Rapid Response,2022,Protection,Protection,,
Food and Agriculture Organization,Asia,BGD,Bangladesh,2022-07-25,Flood,22-RR-FAO-030,4319,Emergency livestock support for small-scale farmers in severe flash flood-affected communities in Northeastern districts of Bangladesh,Southern Asia,P,500000,Rapid Response,2022,Agriculture,Agriculture,,
United Nations Children’s Fund,Asia,BGD,Bangladesh,2022-07-27,Flood,22-RR-CEF-053,4320,"Provision of life-saving WASH, Child Protection and Nutrition services for the flood affected
people in Bangladesh",Southern Asia,P,1650000,Rapid Response,2022,"Water, Sanitation and Hygiene, Protection, Nutrition","Water, Sanitation and Hygiene, Protection, Nutrition",,
World Food Programme,Asia,BGD,Bangladesh,2022-07-27,Flood,22-RR-WFP-049,4321,Emergency food assistance to flood affected population in North-eastern Bangladesh,Southern Asia,P,1800000,Rapid Response,2022,Food Assistance,Food Assistance,,
United Nations Population Fund,Asia,BGD,Bangladesh,2022-08-01,Flood,22-RR-FPA-032,4322,"Addressing protection and sexual and reproductive health needs of flash flood affected women, adolescents, and transgenders",Southern Asia,P,850001,Rapid Response,2022,"Protection, Health","Protection, Health",,
Food and Agriculture Organization,Africa,COD,Democratic Republic of the Congo,2022-08-23,Displacement,22-RR-FAO-031,4323,Assistance d’urgence en intrants agricoles aux personnes déplacées par les affrontements armés dans les provinces du Nord Kivu (territoire de Beni)  et de l’Ituri (territoire d’Irumu) ainsi qu’aux familles d’accueil,Middle Africa,P,1198603,Rapid Response,2022,Agriculture,Agriculture,,
International Organization for Migration,Africa,COD,Democratic Republic of the Congo,2022-08-24,Displacement,22-RR-IOM-023,4324,"Assistance humanitaire en abris pour les populations vulnérables affectées par les conflits en Ituri et au Nord-Kivu, République démocratique du Congo (RDC)",Middle Africa,P,1040000,Rapid Response,2022,Shelter and Non-Food Items,Shelter and Non-Food Items,,
United Nations Population Fund,Africa,COD,Democratic Republic of the Congo,2022-08-24,Displacement,22-RR-FPA-033,4325,"Amélioration de la prévention et réponse holistique aux VBG et EAS dans les territoires affectés par les crises humanitaires, Nyiragongo et Rutshuru au Nord Kivu, et Irumu en Ituri, de septembre 2022 à février 2023.",Middle Africa,P,1000000,Rapid Response,2022,Protection,Protection,,CAR crisis 2013-
United Nations High Commissioner for Refugees,Africa,COD,Democratic Republic of the Congo,2022-08-24,Displacement,22-RR-HCR-025,4326,"Réponse d’urgence aux besoins des personnes déplacées, retournées et hôtes affectées par la crise M23 dans la province du Nord-Kivu",Middle Africa,P,3120000,Rapid Response,2022,"Shelter and Non-Food Items, Protection","Shelter and Non-Food Items, Protection",,
United Nations Children’s Fund,Africa,COD,Democratic Republic of the Congo,2022-08-23,Displacement,22-RR-CEF-054,4327,Life-saving assistance to children and their families affected by armed conflicts in Eastern DR Congo,Middle Africa,P,3639882,Rapid Response,2022,"Shelter and Non-Food Items, Water, Sanitation and Hygiene, Protection","Shelter and Non-Food Items, Water, Sanitation and Hygiene, Protection",,
World Food Programme,Africa,COD,Democratic Republic of the Congo,2022-08-24,Displacement,22-RR-WFP-050,4328,"Assistance alimentaire d’urgence au Rutshuru, province du Nord-Kivu",Middle Africa,P,3000000,Rapid Response,2022,Food Assistance,Food Assistance,,
United Nations Children’s Fund,Americas,COL,Colombia,2022-08-17,Flood,22-RR-CEF-055,4329,"Water, sanitation, and hygiene response to floods in the La Mojana region",Latin America and the Caribbean,P,585000,Rapid Response,2022,"Water, Sanitation and Hygiene","Water, Sanitation and Hygiene",,
World Food Programme,Americas,COL,Colombia,2022-08-17,Flood,22-RR-WFP-051,4330,Provide life-saving food assistance to people affected by extensive floods in the Mojana Subregion ,Latin America and the Caribbean,P,934856,Rapid Response,2022,Food Assistance,Food Assistance,,
World Health Organization,Americas,COL,Colombia,2022-08-17,Flood,22-RR-WHO-031,4331,"Response to emergency health needs in flood-affected communities in La Mojana Region, Colombia",Latin America and the Caribbean,P,485000,Rapid Response,2022,Health,Health,,
World Food Programme,Africa,GMB,Gambia,2022-08-26,Flood,22-RR-WFP-052,4332,Emergency food assistance to flood victims,Western Africa,P,650000,Rapid Response,2022,Food Assistance,Food Assistance,,
United Nations Children’s Fund,Africa,GMB,Gambia,2022-08-26,Flood,22-RR-CEF-056,4333,Emergency WASH support for Flood Victims in Gambia,Western Africa,P,351643,Rapid Response,2022,"Water, Sanitation and Hygiene","Water, Sanitation and Hygiene",,
Food and Agriculture Organization,Africa,NER,Niger,2022-09-09,Drought,22-RR-FAO-032,4334,"Protéger les moyens de subsistance agro-pastoraux des ménages les plus vulnérables, en anticipant sur les sécheresses.",Western Africa,P,2500000,Rapid Response,2022,Agriculture,Agriculture,,
United Nations Development Programme,Africa,NER,Niger,2022-09-14,Drought,22-RR-UDP-006,4335,Réduire la vulnérabilité des populations des communes ciblées face aux risques de sècheresse.,Western Africa,P,713791,Rapid Response,2022,Agriculture,Agriculture,,
Food and Agriculture Organization,Asia,PAK,Pakistan,2022-08-30,Flood,22-RR-FAO-033,4336,Livestock Protection in flood-affected areas of Balochistan,Southern Asia,P,546000,Rapid Response,2022,Agriculture,Agriculture,,
United Nations Population Fund,Asia,PAK,Pakistan,2022-08-30,Flood,22-RR-FPA-034,4337,"Ensuring access to life saving reproductive health services, including basic and comprehensive emergency obstetric care and integrated GBV services in the floods affected districts in Balochistan",Southern Asia,P,447646,Rapid Response,2022,Health,Health,,
United Nations Children’s Fund,Asia,PAK,Pakistan,2022-08-30,Flood,22-RR-CEF-057,4338,"Lifesaving severe acute malnutrition treatment services for children under five and pregnant and lactating mothers and provision of WASH response for flood affected populations in Lasbela, and Jhal Magsi Balochistan",Southern Asia,P,1117153,Rapid Response,2022,"Nutrition, Water, Sanitation and Hygiene","Nutrition, Water, Sanitation and Hygiene",,
World Health Organization,Asia,PAK,Pakistan,2022-08-30,Flood,22-RR-WHO-032,4339,Ensuring continued access to essential lifesaving health and nutrition services to the floods affected population,Southern Asia,P,954000,Rapid Response,2022,Health,Health,,
United Nations Population Fund,Africa,NER,Niger,2022-09-14,Drought,22-RR-FPA-035,4340,Réduire l'impact de la sécheresse sur les femmes et les filles dans les domaines de santé de la reproduction et la lutte contre les VBG,Western Africa,P,600000,Rapid Response,2022,"Health, Protection","Health, Protection",,
United Nations High Commissioner for Refugees,Africa,NER,Niger,2022-09-21,Drought,22-RR-HCR-026,4341,Monitoring de protection et sensibilisation des communautés sur les risques de violations de droits du fait de la sécheresse.,Western Africa,P,400017,Rapid Response,2022,Protection,Protection,,
United Nations Children’s Fund,Africa,NER,Niger,2022-09-07,Drought,22-RR-CEF-058,4342,Contribution à la réduction de l’impact d’humanitaire de la sécheresse sur les personnes vulnérables au Niger. Action – Anticipatoire – 2022,Western Africa,P,2250000,Rapid Response,2022,"Water, Sanitation and Hygiene, Nutrition, Education","Water, Sanitation and Hygiene, Nutrition, Education",,
World Health Organization,Africa,NER,Niger,2022-09-09,Drought,22-RR-WHO-033,4343,Assistance sanitaire anticipatoire des populations affectées par la sècheresse,Western Africa,P,549987,Rapid Response,2022,Health,Health,,
World Food Programme,Africa,NER,Niger,2022-09-19,Drought,22-RR-WFP-053,4344,Appuyer les moyens de subsistance des personnes en situation d'insécurité alimentaire ou à risque d'insécurité alimentaire,Western Africa,P,2500007,Rapid Response,2022,Agriculture,Agriculture,,
